,Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
0,NEE,0.11111111111111108,0.10909090909090906,0.12121212121212116,0.14851485148514848,0.11881188118811878
1,DUK,0.09259259259259257,0.09090909090909088,0.08080808080808077,0.09900990099009899,0.09900990099009899
2,SO,0.0833333333333333,0.08181818181818179,0.08080808080808077,0.0792079207920792,0.08910891089108909
3,D,0.07407407407407406,0.08181818181818179,0.07070707070707068,0.0792079207920792,0.08910891089108909
4,EXC,0.07407407407407406,0.07272727272727271,0.07070707070707068,0.0792079207920792,0.0792079207920792
5,AEP,0.07407407407407406,0.07272727272727271,0.07070707070707068,0.0792079207920792,0.0792079207920792
6,SRE,0.07407407407407406,0.07272727272727271,0.07070707070707068,0.0693069306930693,0.0792079207920792
7,XEL,0.0648148148148148,0.06363636363636363,0.06060606060606058,0.0693069306930693,0.0693069306930693
8,WEC,0.0648148148148148,0.06363636363636363,0.06060606060606058,0.05940594059405939,0.05940594059405939
9,EIX,0.05555555555555554,0.05454545454545453,0.06060606060606058,0.05940594059405939,0.05940594059405939
10,PEG,0.05555555555555554,0.05454545454545453,0.06060606060606058,0.04950495049504949,0.04950495049504949
11,ED,0.04629629629629629,0.04545454545454544,0.05050505050505048,0.0396039603960396,0.0396039603960396
12,DTE,0.04629629629629629,0.04545454545454544,0.05050505050505048,0.0396039603960396,0.0396039603960396
13,ETR,0.04629629629629629,0.04545454545454544,0.05050505050505048,0.029702970297029695,0.029702970297029695
14,PPL,0.03703703703703703,0.04545454545454544,0.04040404040404039,0.0198019801980198,0.0198019801980198
