,Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
0,GE,0.0505050505050505,0.0454545454545454,0.0510204081632653,0.0510204081632653,0.0666666666666667
1,HON,0.0808080808080807,0.0909090909090908,0.0816326530612245,0.0816326530612244,0.0666666666666667
2,CAT,0.0606060606060605,0.0727272727272727,0.0612244897959183,0.0714285714285714,0.0666666666666667
3,MMM,0.0808080808080807,0.0909090909090908,0.0816326530612245,0.0918367346938775,0.0666666666666667
4,BA,0.0707070707070707,0.0636363636363636,0.0714285714285714,0.0612244897959183,0.0666666666666667
5,UNP,0.0707070707070707,0.0727272727272727,0.0612244897959183,0.0816326530612244,0.0666666666666667
6,EMR,0.0505050505050505,0.0545454545454545,0.0510204081632653,0.0510204081632653,0.0666666666666667
7,DE,0.0606060606060605,0.0454545454545454,0.0408163265306122,0.0408163265306122,0.0666666666666667
8,RTX,0.0808080808080807,0.0909090909090908,0.0816326530612245,0.0918367346938775,0.0666666666666667
9,LMT,0.0909090909090908,0.0909090909090908,0.0918367346938775,0.0714285714285714,0.0666666666666667
10,NSC,0.0606060606060605,0.0636363636363636,0.0714285714285714,0.0612244897959183,0.0666666666666667
11,ITW,0.0707070707070707,0.0545454545454545,0.0612244897959183,0.0612244897959183,0.0666666666666667
12,CMI,0.0505050505050505,0.0545454545454545,0.0510204081632653,0.0510204081632653,0.0666666666666667
13,FDX,0.0707070707070707,0.0636363636363636,0.0816326530612245,0.0714285714285714,0.0666666666666667
14,UPS,0.0505050505050505,0.0454545454545454,0.0612244897959183,0.0612244897959183,0.0666666666666667
