,Unnamed: 0,Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
0,0,AMZN,0.196078431372549,0.1886792452830188,0.1886792452830188,0.1818181818181817,0.196078431372549
1,1, TSLA,0.1470588235294117,0.1415094339622641,0.1415094339622641,0.1363636363636363,0.1470588235294117
2,2, NKE,0.0980392156862745,0.0943396226415094,0.0943396226415094,0.0909090909090908,0.0980392156862745
3,3, HD,0.0980392156862745,0.0943396226415094,0.0943396226415094,0.0909090909090908,0.0980392156862745
4,4, MCD,0.0784313725490195,0.0754716981132075,0.0754716981132075,0.0727272727272727,0.0784313725490195
5,5, SBUX,0.0784313725490195,0.0754716981132075,0.0754716981132075,0.0727272727272727,0.0784313725490195
6,6, BKNG,0.0686274509803921,0.0660377358490565,0.0660377358490565,0.0636363636363636,0.0686274509803921
7,7, GM,0.0490196078431372,0.0566037735849056,0.0471698113207547,0.0545454545454545,0.0490196078431372
8,8, F,0.0392156862745097,0.0471698113207547,0.0471698113207547,0.0454545454545454,0.0392156862745097
9,9, CCL,0.0294117647058823,0.0377358490566037,0.0377358490566037,0.0363636363636363,0.0294117647058823
10,10, HLT,0.0294117647058823,0.0377358490566037,0.0377358490566037,0.0363636363636363,0.0294117647058823
11,11, LOW,0.0294117647058823,0.0283018867924528,0.0283018867924528,0.0363636363636363,0.0294117647058823
12,12, BBY,0.0196078431372548,0.0283018867924528,0.0283018867924528,0.0272727272727272,0.0196078431372548
13,13, YUM,0.0196078431372548,0.0188679245283018,0.0188679245283018,0.0272727272727272,0.0196078431372548
14,14, MAR,0.0196078431372548,0.0094339622641509,0.0188679245283018,0.0272727272727272,0.0196078431372548
