,Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
0,AMT,0.09433962264150944,0.145631067961165,0.09523809523809522,0.145631067961165,0.13636363636363633
1, PLD,0.09433962264150944,0.116504854368932,0.09523809523809522,0.116504854368932,0.09090909090909088
2, EQIX,0.09433962264150944,0.09708737864077668,0.09523809523809522,0.09708737864077668,0.10909090909090906
3, SPG,0.09433962264150944,0.07766990291262134,0.07619047619047617,0.07766990291262134,0.07272727272727271
4, PSA,0.07547169811320754,0.07766990291262134,0.07619047619047617,0.07766990291262134,0.05454545454545453
5, AVB,0.07547169811320754,0.06796116504854367,0.06666666666666665,0.06796116504854367,0.06363636363636363
6, WELL,0.07547169811320754,0.058252427184466,0.06666666666666665,0.06796116504854367,0.04545454545454544
7, DLR,0.07547169811320754,0.058252427184466,0.06666666666666665,0.058252427184466,0.07272727272727271
8, O,0.05660377358490566,0.04854368932038834,0.05714285714285713,0.058252427184466,0.05454545454545453
9, VTR,0.05660377358490566,0.04854368932038834,0.05714285714285713,0.04854368932038834,0.036363636363636355
10, BXP,0.05660377358490566,0.04854368932038834,0.05714285714285713,0.04854368932038834,0.06363636363636363
11, ARE,0.03773584905660377,0.03883495145631067,0.04761904761904761,0.03883495145631067,0.05454545454545453
12, ESS,0.03773584905660377,0.03883495145631067,0.04761904761904761,0.03883495145631067,0.04545454545454544
13, EXR,0.03773584905660377,0.03883495145631067,0.04761904761904761,0.029126213592233,0.036363636363636355
14, CCI,0.03773584905660377,0.03883495145631067,0.04761904761904761,0.029126213592233,0.06363636363636363
