sector,gpt_4_model_weighted,gpt_4_equally_weighted,gpt_4_minvar,gpt_4_maxret,gpt_4_maxsharpe,gpt_3_model_weighted,gpt_3_equally_weighted,gpt_3_minvar,gpt_3_maxret,gpt_3_maxsharpe,gpt_4_preview_model_weighted,gpt_4_preview_equally_weighted,gpt_4_preview_minvar,gpt_4_preview_maxret,gpt_4_preview_maxsharpe,bard_model_weighted,bard_equally_weighted,bard_minvar,bard_maxret,bard_maxsharpe,claude_model_weighted,claude_equally_weighted,claude_minvar,claude_maxret,claude_maxsharpe
energy,0.9959717106800055,1.007155173067786,1.010347414852275,0.9909083637127231,0.9876172882759682,1.0039513530874442,1.0137316196401804,1.0171753993605785,0.9871249189340817,1.0050134269974087,1.0054028644370343,1.0182128837814475,1.0192045426728789,0.9956221147314424,1.0077960214988624,0.9922393359136391,0.9994875090284188,0.9997525075254767,0.9869256958255532,0.9822996651395767,0.9898389019742355,0.9992658255040365,1.0010938018360969,0.987762482783516,0.9803519952646257
materials,1.0061058900094546,1.0038675365753529,1.007820891712688,0.9875505431045936,0.9831557200195495,1.0005630233981235,0.9938221176687067,1.0048160287949297,0.9813028603541261,0.9805073713985317,0.9949050611019249,0.9998451361824041,0.9967728762426749,1.0034471778318443,0.9827241512053646,0.9793442962930595,0.9734847764033734,0.9777725614269479,0.9681881216202797,0.9623101148091768,1.0159656699870636,1.010204529071226,1.0364140150906205,0.995053084259392,1.0120493139612727
industrials,0.9915891351723155,0.9944373313600038,0.975848567521069,0.987842534786223,0.9804637723942294,0.9952000619974742,0.9977605029338094,0.9793665550338314,0.9894115267918906,0.9790900103341874,0.9992588751519715,1.0026391100110623,0.980619454018558,0.9955240207483254,0.9809855417043742,1.007741013848302,1.0103567402980986,1.0106232034233897,1.0299139029841344,1.0258706098886123,0.9899623117745566,0.9957911610613024,0.9772692522862002,1.0020484448169866,0.986496633559921
consumer_discretionary,1.0638962474446858,1.0480551146319643,1.0459688121545692,1.056010831135886,1.0618665967106238,1.0823452362667159,1.0602447136252593,1.0435452944109809,1.044872830477262,1.0477590643987935,1.0703856874810578,1.040221560992079,1.0337839695598472,1.0417988054248941,1.0467539048904742,1.0550288172041804,1.059892969678505,1.0451929450069264,1.0743797240587234,1.070457435811656,1.0948945379706794,1.0711909209362576,1.050011351849054,1.0795244890010793,1.0754177315971172
consumer_staples,0.9876587890355725,0.9716382707792871,0.9725233205874187,0.9408851981433132,0.9789091206824054,0.9721911811246756,0.9594957212224212,0.9662117908164333,0.9616434846957795,0.9682936432154124,0.9767329408812748,0.9667057301461315,0.9589728574485642,0.9610182538049432,0.9749715401680773,0.9825820454149591,0.9757361392054325,0.9751374266071575,0.9861551272916439,0.9826556553537731,0.9852626449287425,0.9706066114889136,0.9775651547846088,0.9403839134438889,0.9750731026624319
health_care,1.0113637257250923,1.0099493331211016,1.0013948367977978,1.0282883182803615,1.0232193669296412,1.0023384705100966,1.006795322001572,0.9903997605717544,1.0248498903801586,1.022278324931161,1.017785037602406,1.0119000563504874,0.9934152428088544,1.0281489061015925,1.0216311949991794,1.0040617914870444,0.9789442225758568,0.9776520197831193,1.0061081910066936,0.9984848930695444,1.0141099157274436,1.019918752366511,1.00032875750283,1.031809102071336,1.025387488504371
financials,1.0317441990191034,1.0230889635825622,1.0165843700992423,1.0144826483792024,1.0150279939902938,1.0397651674102486,1.0299728128139165,1.0430395298901696,1.0218461009329867,1.0224684628730114,1.031564075445073,1.0212090435945174,1.0157791389829716,1.0150524655560267,1.017958618062904,1.0479949192995746,1.0387329869369164,1.0484659294150502,1.041649520711323,1.0480097911889314,1.043651726038453,1.0457325772297519,1.0600354117568382,1.0392511554503,1.0370975726634082
information_technology,1.1492627518136378,1.1244911168796647,1.089978879512542,1.1656549012616302,1.1613406838642553,1.1460035419768995,1.1282569371558133,1.0917675472432438,1.1680890791421186,1.1628587475521615,1.147213630168952,1.1244911168796647,1.0899788795125416,1.1656549012616302,1.1613406838642555,1.1429243971091467,1.1017254915364751,1.06721310059259,1.161386571462539,1.1484855022194904,1.1771516130483646,1.1113910469542454,1.0744178667835012,1.1437861367600792,1.155050265083442
communication_services,1.0739339442636928,1.044032219763772,1.0124830082637464,1.0861823808322415,1.0482940591826997,1.0867776909884905,1.0726606379426644,1.0366799951099135,1.1175653158337582,1.1111514492499335,1.091951851824271,1.038416970004017,1.0119075727943874,1.0612291624982377,1.0519625425211045,1.0867933448904543,1.0827989420535518,1.0394443406037142,1.1387189503502273,1.118969232546662,1.0925356683347487,1.0353086839456982,1.0140764794647088,1.0822435351044002,1.071423193426106
utilities,0.9530229254037786,0.9550585527441926,0.9484813048520715,0.9585972527817995,0.9585972527817994,0.9533147883625175,0.9525488603193182,0.9500990522124481,0.9579838555815373,0.9574003479987543,0.9578365920040758,0.9619924666883828,0.9525510996674686,0.9622454707187619,0.9615932768846336,0.9651843881631872,0.965591164851067,0.9537880921188711,0.9472978601503336,0.9456314836191925,0.9503616116885694,0.9528246527192689,0.9510449881005062,0.9535884371018056,0.9550422386489654
real_estate,1.01792878437674,1.0274392674068944,1.0096714646913703,1.022617633265487,0.9951262406822824,1.0186250403243906,1.0074106636567308,0.9920180944909136,1.0032761468436986,0.9795437960572521,1.0144226986706655,1.0148404790844712,0.9975763396193575,1.0251134126407209,0.9931635932135708,1.0337346777016083,1.0273399164728192,1.0072610301600098,1.0251879752108022,1.003801150038555,1.0129588954510926,1.000453383707728,0.9903919179431261,0.9991682387997249,0.980497531789666
energy,0.9959717106800055,1.007155173067786,1.010347414852275,0.9909083637127231,0.9876172882759682,1.0039513530874442,1.0137316196401804,1.0171753993605785,0.9871249189340817,1.0050134269974087,1.0054028644370343,1.0182128837814475,1.0192045426728789,0.9956221147314424,1.0077960214988624,0.9922393359136391,0.9994875090284188,0.9997525075254767,0.9869256958255532,0.9822996651395767,0.9898389019742355,0.9992658255040365,1.0010938018360969,0.987762482783516,0.9803519952646257
materials,1.0061058900094546,1.0038675365753529,1.007820891712688,0.9875505431045936,0.9831557200195495,1.0005630233981235,0.9938221176687067,1.0048160287949297,0.9813028603541261,0.9805073713985317,0.9949050611019249,0.9998451361824041,0.9967728762426749,1.0034471778318443,0.9827241512053646,0.9793442962930595,0.9734847764033734,0.9777725614269479,0.9681881216202797,0.9623101148091768,1.0159656699870636,1.010204529071226,1.0364140150906205,0.995053084259392,1.0120493139612727
industrials,0.9915891351723155,0.9944373313600038,0.975848567521069,0.987842534786223,0.9804637723942294,0.9952000619974742,0.9977605029338094,0.9793665550338314,0.9894115267918906,0.9790900103341874,0.9992588751519715,1.0026391100110623,0.980619454018558,0.9955240207483254,0.9809855417043742,1.007741013848302,1.0103567402980986,1.0106232034233897,1.0299139029841344,1.0258706098886123,0.9899623117745566,0.9957911610613024,0.9772692522862002,1.0020484448169866,0.986496633559921
consumer_discretionary,1.0638962474446858,1.0480551146319643,1.0459688121545692,1.056010831135886,1.0618665967106238,1.0823452362667159,1.0602447136252593,1.0435452944109809,1.044872830477262,1.0477590643987935,1.0703856874810578,1.040221560992079,1.0337839695598472,1.0417988054248941,1.0467539048904742,1.0550288172041804,1.059892969678505,1.0451929450069264,1.0743797240587234,1.070457435811656,1.0948945379706794,1.0711909209362576,1.050011351849054,1.0795244890010793,1.0754177315971172
consumer_staples,0.9876587890355725,0.9716382707792871,0.9725233205874187,0.9408851981433132,0.9789091206824054,0.9721911811246756,0.9594957212224212,0.9662117908164333,0.9616434846957795,0.9682936432154124,0.9767329408812748,0.9667057301461315,0.9589728574485642,0.9610182538049432,0.9749715401680773,0.9825820454149591,0.9757361392054325,0.9751374266071575,0.9861551272916439,0.9826556553537731,0.9852626449287425,0.9706066114889136,0.9775651547846088,0.9403839134438889,0.9750731026624319
health_care,1.0113637257250923,1.0099493331211016,1.0013948367977978,1.0282883182803615,1.0232193669296412,1.0023384705100966,1.006795322001572,0.9903997605717544,1.0248498903801586,1.022278324931161,1.017785037602406,1.0119000563504874,0.9934152428088544,1.0281489061015925,1.0216311949991794,1.0040617914870444,0.9789442225758568,0.9776520197831193,1.0061081910066936,0.9984848930695444,1.0141099157274436,1.019918752366511,1.00032875750283,1.031809102071336,1.025387488504371
financials,1.0358296898783834,1.0332585956682863,1.0408500468010244,1.0190561743562618,1.0292879347543937,1.0397651674102486,1.0299728128139165,1.0430395298901696,1.0218461009329867,1.0224684628730114,1.054454989883847,1.0423800351025978,1.0501533854953853,1.027249317615949,1.039028888985767,1.0479949192995746,1.0387329869369164,1.0484659294150502,1.041649520711323,1.0480097911889314,1.043651726038453,1.0457325772297519,1.0600354117568382,1.0392511554503,1.0370975726634082
information_technology,1.1492627518136378,1.1244911168796647,1.089978879512542,1.1656549012616302,1.1613406838642553,1.1460035419768995,1.1282569371558133,1.0917675472432438,1.1680890791421186,1.1628587475521615,1.147213630168952,1.1244911168796647,1.0899788795125416,1.1656549012616302,1.1613406838642555,1.1429243971091467,1.1017254915364751,1.06721310059259,1.161386571462539,1.1484855022194904,1.1771516130483646,1.1113910469542454,1.0744178667835012,1.1437861367600792,1.155050265083442
communication_services,1.0739339442636928,1.044032219763772,1.0124830082637464,1.0861823808322415,1.0482940591826997,1.0867776909884905,1.0726606379426644,1.0366799951099135,1.1175653158337582,1.1111514492499335,1.091951851824271,1.038416970004017,1.0119075727943874,1.0612291624982377,1.0519625425211045,1.0867933448904543,1.0827989420535518,1.0394443406037142,1.1387189503502273,1.118969232546662,1.0925356683347487,1.0353086839456982,1.0140764794647088,1.0822435351044002,1.071423193426106
utilities,0.9530229254037786,0.9550585527441926,0.9484813048520715,0.9585972527817995,0.9585972527817994,0.9533147883625175,0.9525488603193182,0.9500990522124481,0.9579838555815373,0.9574003479987543,0.9578365920040758,0.9619924666883828,0.9525510996674686,0.9622454707187619,0.9615932768846336,0.9651843881631872,0.965591164851067,0.9537880921188711,0.9472978601503336,0.9456314836191925,0.9503616116885694,0.9528246527192689,0.9510449881005062,0.9535884371018056,0.9550422386489654
real_estate,1.01792878437674,1.0274392674068944,1.0096714646913703,1.022617633265487,0.9951262406822824,1.0186250403243906,1.0074106636567308,0.9920180944909136,1.0032761468436986,0.9795437960572521,1.0144226986706655,1.0148404790844712,0.9975763396193575,1.0251134126407209,0.9931635932135708,1.0337346777016083,1.0273399164728192,1.0072610301600098,1.0251879752108022,1.003801150038555,1.0129588954510926,1.000453383707728,0.9903919179431261,0.9991682387997249,0.980497531789666
energy,0.9959717106800055,1.007155173067786,1.010347414852275,0.9909083637127231,0.9876172882759682,1.0039513530874442,1.0137316196401804,1.0171753993605785,0.9871249189340817,1.0050134269974087,1.0054028644370343,1.0182128837814475,1.0192045426728789,0.9956221147314424,1.0077960214988624,0.9922393359136391,0.9994875090284188,0.9997525075254767,0.9869256958255532,0.9822996651395767,0.9898389019742355,0.9992658255040365,1.0010938018360969,0.987762482783516,0.9803519952646257
industrials,0.9915891351723155,0.9944373313600038,0.975848567521069,0.987842534786223,0.9804637723942294,0.9952000619974742,0.9977605029338094,0.9793665550338314,0.9894115267918906,0.9790900103341874,0.9992588751519715,1.0026391100110623,0.980619454018558,0.9955240207483254,0.9809855417043742,1.007741013848302,1.0103567402980986,1.0106232034233897,1.0299139029841344,1.0258706098886123,0.9899623117745566,0.9957911610613024,0.9772692522862002,1.0020484448169866,0.986496633559921
energy,0.9959717106800055,1.007155173067786,1.010347414852275,0.9909083637127231,0.9876172882759682,1.0039513530874442,1.0137316196401804,1.0171753993605785,0.9871249189340817,1.0050134269974087,1.0054028644370343,1.0182128837814475,1.0192045426728789,0.9956221147314424,1.0077960214988624,0.9922393359136391,0.9994875090284188,0.9997525075254767,0.9869256958255532,0.9822996651395767,0.9898389019742355,0.9992658255040365,1.0010938018360969,0.987762482783516,0.9803519952646257
